Result,name,Context
✅ FOUND in military_events table ,12733,"id=12733, qid='Q150812', name='1939 Invasion of Poland', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Defenders%20of%20Warsaw%20%281939%29.jpg', description='German, Soviet, and Slovak attack on and takeover of Poland that marked the start of World War II', start_time='1939-01-01T00:00:00Z', end_time='1939-10-05T00:00:00Z', point_in_time='1939-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Invasion_of_Poland', lat=52.61665, lon=20.8194446665, depth_index='12379_270', depth_level=2, descendant_count=60"
✅ UPDATED in military_events table,12733,"start_time='1939-01-01T00:00:00Z', end_time='1939-10-05T00:00:00Z', point_in_time='1939-01-01T00:00:00Z'"
 fit_descendant_date updated.,12733,"start_time=1939-01-01T00:00:00Z, end_time=1939-10-05T00:00:00Z, point_in_time=1939-01-01T00:00:00Z"
✅ Updated coords and dates,12733,"name=1939 Invasion of Poland, descendant_count=60"
✅ FOUND in military_events table ,12794,"id=12794, qid='Q44700', name='European Theater of World War II', image_url=None, description='huge area of heavy fighting across Europe', start_time='1939-09-07T00:00:00Z', end_time='1945-05-09T00:00:00Z', point_in_time='1939-09-07T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/European_theatre_of_World_War_II', lat=57.352777777499995, lon=10.198535455, depth_index='12379_272', depth_level=2, descendant_count=131"
✅ UPDATED in military_events table,12794,"start_time='1939-09-07T00:00:00Z', end_time='1945-05-09T00:00:00Z', point_in_time='1939-09-07T00:00:00Z'"
 fit_descendant_date updated.,12794,"start_time=1939-09-07T00:00:00Z, end_time=1945-05-09T00:00:00Z, point_in_time=1939-09-07T00:00:00Z"
✅ Updated coords and dates,12794,"name=European Theater of World War II, descendant_count=131"
✅ FOUND in military_events table ,12926,"id=12926, qid='Q157627', name='Battle of the Atlantic', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Atlanticflagsub.jpg', description='1939 longest continuous military campaign in World War II', start_time='1941-05-07T00:00:00Z', end_time='1944-11-12T00:00:00Z', point_in_time='1941-05-10T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_the_Atlantic', lat=45.0, lon=-6.096388889, depth_index='12379_274', depth_level=2, descendant_count=23"
✅ UPDATED in military_events table,12926,"start_time='1941-05-07T00:00:00Z', end_time='1944-11-12T00:00:00Z', point_in_time='1941-05-10T00:00:00Z'"
 fit_descendant_date updated.,12926,"start_time=1941-05-07T00:00:00Z, end_time=1944-11-12T00:00:00Z, point_in_time=1941-05-10T00:00:00Z"
✅ Updated coords and dates,12926,"name=Battle of the Atlantic, descendant_count=23"
✅ FOUND in military_events table ,12953,"id=12953, qid='Q2305266', name='Soviet invasion of Poland', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Lviv%201939%20Sov%20Cavalry.jpg', description='large-scale military attack performed by the USSR on the Second Polish Republic year 1939', start_time='1939-09-28T00:00:00Z', end_time='1940-05-01T00:00:00Z', point_in_time='1939-09-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Soviet_invasion_of_Poland', lat=53.303333, lon=28.0194445, depth_index='12379_279', depth_level=2, descendant_count=2"
✅ UPDATED in military_events table,12953,"start_time='1939-09-28T00:00:00Z', end_time='1940-05-01T00:00:00Z', point_in_time='1939-09-28T00:00:00Z'"
 fit_descendant_date updated.,12953,"start_time=1939-09-28T00:00:00Z, end_time=1940-05-01T00:00:00Z, point_in_time=1939-09-28T00:00:00Z"
✅ Updated coords and dates,12953,"name=Soviet invasion of Poland, descendant_count=2"
✅ FOUND in military_events table ,12957,"id=12957, qid='Q134949', name='Winter War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/A%20Finnish%20Maxim%20M-32%20machine%20gun%20nest%20during%20the%20Winter%20War.jpg', description='1939–1940 war between the Soviet Union and Finland', start_time='1939-11-30T00:00:00Z', end_time='1940-03-13T00:00:00Z', point_in_time='1939-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Winter_War', lat=64.878671, lon=28.863750001999996, depth_index='12379_282', depth_level=2, descendant_count=15"
✅ UPDATED in military_events table,12957,"start_time='1939-11-30T00:00:00Z', end_time='1940-03-13T00:00:00Z', point_in_time='1939-01-01T00:00:00Z'"
 fit_descendant_date updated.,12957,"start_time=1939-11-30T00:00:00Z, end_time=1940-03-13T00:00:00Z, point_in_time=1939-01-01T00:00:00Z"
✅ Updated coords and dates,12957,"name=Winter War, descendant_count=15"
✅ FOUND in military_events table ,12975,"id=12975, qid='Q5084679', name='Norwegian Campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Norway.jpg', description='1940 Second World War campaign fought in Norway', start_time='1940-04-01T00:00:00Z', end_time='1940-06-08T00:00:00Z', point_in_time='1940-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Norwegian_campaign', lat=64.75485, lon=14.737433333, depth_index='12379_285', depth_level=2, descendant_count=20"
✅ UPDATED in military_events table,12975,"start_time='1940-04-01T00:00:00Z', end_time='1940-06-08T00:00:00Z', point_in_time='1940-01-01T00:00:00Z'"
 fit_descendant_date updated.,12975,"start_time=1940-04-01T00:00:00Z, end_time=1940-06-08T00:00:00Z, point_in_time=1940-01-01T00:00:00Z"
✅ Updated coords and dates,12975,"name=Norwegian Campaign, descendant_count=20"
✅ FOUND in military_events table ,12998,"id=12998, qid='Q2649081', name='German invasion of the Netherlands', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Rotterdam%2C%20Laurenskerk%2C%20na%20bombardement%20van%20mei%201940.jpg', description='Nazi invasion of the Netherlands in 1940', start_time='1940-05-10T00:00:00Z', end_time='1940-05-14T00:00:00Z', point_in_time='1940-05-11T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/German_invasion_of_the_Netherlands', lat=51.82556528, lon=5.116018055, depth_index='12379_290', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12998,"start_time='1940-05-10T00:00:00Z', end_time='1940-05-14T00:00:00Z', point_in_time='1940-05-11T00:00:00Z'"
 fit_descendant_date updated.,12998,"start_time=1940-05-10T00:00:00Z, end_time=1940-05-14T00:00:00Z, point_in_time=1940-05-11T00:00:00Z"
✅ Updated coords and dates,12998,"name=German invasion of the Netherlands, descendant_count=3"
✅ FOUND in military_events table ,13008,"id=13008, qid='Q696817', name='Mediterranean and Middle East Theater of World War II', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/RAF%20pilots%20with%20Beaufighter%20and%20Spitfire%20at%20Malta%201943.jpg', description='major theatre of operations during the Second World War', start_time='1939-01-01T00:00:00Z', end_time='1945-05-02T00:00:00Z', point_in_time='1939-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Mediterranean_and_Middle_East_theatre_of_World_War_II', lat=28.8801388885, lon=23.216805, depth_index='12379_300', depth_level=2, descendant_count=154"
✅ UPDATED in military_events table,13008,"start_time='1939-01-01T00:00:00Z', end_time='1945-05-02T00:00:00Z', point_in_time='1939-01-01T00:00:00Z'"
 fit_descendant_date updated.,13008,"start_time=1939-01-01T00:00:00Z, end_time=1945-05-02T00:00:00Z, point_in_time=1939-01-01T00:00:00Z"
✅ Updated coords and dates,13008,"name=Mediterranean and Middle East Theater of World War II, descendant_count=154"
✅ FOUND in military_events table ,13167,"id=13167, qid='Q154720', name='Battle of Britain', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Heinkel%20He%20111%20over%20Wapping%2C%20East%20London.jpg', description='air battle waged between German and British air forces in 1940', start_time='1940-07-04T00:00:00Z', end_time='1940-09-15T00:00:00Z', point_in_time='1940-08-11T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Britain', lat=50.753611111, lon=5.7386415, depth_index='12379_306', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,13167,"start_time='1940-07-04T00:00:00Z', end_time='1940-09-15T00:00:00Z', point_in_time='1940-08-11T00:00:00Z'"
 fit_descendant_date updated.,13167,"start_time=1940-07-04T00:00:00Z, end_time=1940-09-15T00:00:00Z, point_in_time=1940-08-11T00:00:00Z"
✅ Updated coords and dates,13167,"name=Battle of Britain, descendant_count=3"
✅ FOUND in military_events table ,13175,"id=13175, qid='Q780845', name='Franco-Thai War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Indochine%20fran%C3%A7aise%20%281913%29.jpg', description='war between Thailand and Vichy France (1940-1941)', start_time='1941-01-16T00:00:00Z', end_time='1941-01-17T00:00:00Z', point_in_time='1941-01-16T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Franco-Thai_War', lat=12.001, lon=102.451, depth_index='12379_312', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,13175,"start_time='1941-01-16T00:00:00Z', end_time='1941-01-17T00:00:00Z', point_in_time='1941-01-16T00:00:00Z'"
 fit_descendant_date updated.,13175,"start_time=1941-01-16T00:00:00Z, end_time=1941-01-17T00:00:00Z, point_in_time=1941-01-16T00:00:00Z"
✅ Updated coords and dates,13175,"name=Franco-Thai War, descendant_count=1"
✅ FOUND in military_events table ,13178,"id=13178, qid='Q162362', name='Balkans Campaign', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20101I-166-0508-31%2C%20Kreta%2C%20Vormarsch%20deutscher%20Fallschirmj%C3%A4ger.jpg', description='1940 campaign of World War II', start_time='1940-10-28T00:00:00Z', end_time='1941-06-01T00:00:00Z', point_in_time='1940-10-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Balkans_campaign_(World_War_II)', lat=38.058333333, lon=21.897222222, depth_index='12379_314', depth_level=2, descendant_count=18"
✅ UPDATED in military_events table,13178,"start_time='1940-10-28T00:00:00Z', end_time='1941-06-01T00:00:00Z', point_in_time='1940-10-28T00:00:00Z'"
 fit_descendant_date updated.,13178,"start_time=1940-10-28T00:00:00Z, end_time=1941-06-01T00:00:00Z, point_in_time=1940-10-28T00:00:00Z"
✅ Updated coords and dates,13178,"name=Balkans Campaign, descendant_count=18"
✅ FOUND in military_events table ,13206,"id=13206, qid='Q626006', name='World War II in Yugoslavia', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20101I-185-0137-15A%2C%20Jugoslawien%2C%20Panzer%20III%20im%20Feld.jpg', description='part of the European theater of World War II', start_time='1941-01-01T00:00:00Z', end_time='1945-05-25T00:00:00Z', point_in_time='1941-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/World_War_II_in_Yugoslavia', lat=53.325, lon=16.9937738165, depth_index='12379_327', depth_level=2, descendant_count=96"
✅ UPDATED in military_events table,13206,"start_time='1941-01-01T00:00:00Z', end_time='1945-05-25T00:00:00Z', point_in_time='1941-01-01T00:00:00Z'"
 fit_descendant_date updated.,13206,"start_time=1941-01-01T00:00:00Z, end_time=1945-05-25T00:00:00Z, point_in_time=1941-01-01T00:00:00Z"
✅ Updated coords and dates,13206,"name=World War II in Yugoslavia, descendant_count=96"
✅ FOUND in military_events table ,13308,"id=13308, qid='Q327061', name='Battle of Białystok–Minsk', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Eastern%20Front%201941-06%20to%201941-09.png', description='1941 battle', start_time='1941-06-22T00:00:00Z', end_time='1941-06-27T00:00:00Z', point_in_time='1941-06-22T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Bia%C5%82ystok%E2%80%93Minsk', lat=53.902246, lon=27.561837, depth_index='12379_333', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,13308,"start_time='1941-06-22T00:00:00Z', end_time='1941-06-27T00:00:00Z', point_in_time='1941-06-22T00:00:00Z'"
 fit_descendant_date updated.,13308,"start_time=1941-06-22T00:00:00Z, end_time=1941-06-27T00:00:00Z, point_in_time=1941-06-22T00:00:00Z"
✅ Updated coords and dates,13308,"name=Battle of Białystok–Minsk, descendant_count=1"
✅ FOUND in military_events table ,13315,"id=13315, qid='Q1505845', name='Arctic convoys of World War II', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/HMS%20Sheffield%20convoy.jpg', description='Allied oceangoing convoys', start_time='1942-01-01T00:00:00Z', end_time='1942-09-21T00:00:00Z', point_in_time='1942-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Arctic_convoys_of_World_War_II', lat=81.875, lon=20.0, depth_index='12379_340', depth_level=2, descendant_count=4"
✅ UPDATED in military_events table,13315,"start_time='1942-01-01T00:00:00Z', end_time='1942-09-21T00:00:00Z', point_in_time='1942-01-01T00:00:00Z'"
 fit_descendant_date updated.,13315,"start_time=1942-01-01T00:00:00Z, end_time=1942-09-21T00:00:00Z, point_in_time=1942-01-01T00:00:00Z"
✅ Updated coords and dates,13315,"name=Arctic convoys of World War II, descendant_count=4"
✅ FOUND in military_events table ,13327,"id=13327, qid='Q184425', name='Pacific War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/US%20landings.jpg', description='theater of World War II fought in the Pacific and Asia', start_time='1941-01-01T00:00:00Z', end_time='1946-01-01T00:00:00Z', point_in_time='1941-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Pacific_War', lat=10.0909722225, lon=-0.2524999999999977, depth_index='12379_349', depth_level=2, descendant_count=256"
✅ UPDATED in military_events table,13327,"start_time='1941-01-01T00:00:00Z', end_time='1946-01-01T00:00:00Z', point_in_time='1941-01-01T00:00:00Z'"
 fit_descendant_date updated.,13327,"start_time=1941-01-01T00:00:00Z, end_time=1946-01-01T00:00:00Z, point_in_time=1941-01-01T00:00:00Z"
✅ Updated coords and dates,13327,"name=Pacific War, descendant_count=256"
✅ FOUND in military_events table ,13584,"id=13584, qid='Q2632857', name='American Theater', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Stevens%20shell%20crater%2C1942.jpg', description='World War II area of operations including North and South America', start_time='1939-12-13T00:00:00Z', end_time='1943-05-30T00:00:00Z', point_in_time='1939-12-13T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/American_theater_of_World_War_II', lat=10.462050000000001, lon=62.34715185, depth_index='12379_350', depth_level=2, descendant_count=4"
✅ UPDATED in military_events table,13584,"start_time='1939-12-13T00:00:00Z', end_time='1943-05-30T00:00:00Z', point_in_time='1939-12-13T00:00:00Z'"
 fit_descendant_date updated.,13584,"start_time=1939-12-13T00:00:00Z, end_time=1943-05-30T00:00:00Z, point_in_time=1939-12-13T00:00:00Z"
✅ Updated coords and dates,13584,"name=American Theater, descendant_count=4"
✅ FOUND in military_events table ,13593,"id=13593, qid='Q2889419', name='Battle of Muar', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Australian%202-pdr%20anti-tank%20gun%20in%20action%20at%20Bakri%20on%20the%20Muar-Parit%20Sulong%20Road.jpg', description='1942 battle of the Malayan Campaign in World War II', start_time='1942-01-14T00:00:00Z', end_time='1942-01-14T00:00:00Z', point_in_time='1942-01-14T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Muar', lat=2.58333333, lon=102.58333333, depth_index='12379_356', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,13593,"start_time='1942-01-14T00:00:00Z', end_time='1942-01-14T00:00:00Z', point_in_time='1942-01-14T00:00:00Z'"
 fit_descendant_date updated.,13593,"start_time=1942-01-14T00:00:00Z, end_time=1942-01-14T00:00:00Z, point_in_time=1942-01-14T00:00:00Z"
✅ Updated coords and dates,13593,"name=Battle of Muar, descendant_count=1"
✅ FOUND in military_events table ,13598,"id=13598, qid='Q2890968', name='Battle for Australia', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/MA%20I084436%20TePapa%20Poster%20He%27s%20Coming%20South.tiff', description='1942 battle in the Second World War', start_time='1943-01-28T00:00:00Z', end_time='1943-01-28T00:00:00Z', point_in_time='1943-01-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_for_Australia', lat=-28.189722222, lon=114.250555555, depth_index='12379_360', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,13598,"start_time='1943-01-28T00:00:00Z', end_time='1943-01-28T00:00:00Z', point_in_time='1943-01-28T00:00:00Z'"
 fit_descendant_date updated.,13598,"start_time=1943-01-28T00:00:00Z, end_time=1943-01-28T00:00:00Z, point_in_time=1943-01-28T00:00:00Z"
✅ Updated coords and dates,13598,"name=Battle for Australia, descendant_count=1"
✅ FOUND in military_events table ,13601,"id=13601, qid='Q1440764', name='Battle of Timor', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Native%20village%20burning.jpg', description='1942 WWII battle in the Pacific Theatre', start_time='1942-02-20T00:00:00Z', end_time='1942-02-20T00:00:00Z', point_in_time='1942-02-20T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Timor', lat=-8.553611111, lon=125.578333333, depth_index='12379_363', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,13601,"start_time='1942-02-20T00:00:00Z', end_time='1942-02-20T00:00:00Z', point_in_time='1942-02-20T00:00:00Z'"
